1169 827
4024 370
232 213
66 562
4094 370
1603 85
2072 370
3283 298 524 325
3596 298 273 370 524 924 904 610 918
2192 370 924 588
536 129
2859 325
125 62 502
3545 827
2133 370
1254 309
4066 370 924
1976 827
4025 370
3803 370
2075 370 279
484 279 827 442 381
1654 298 370
1215 824 716
3086 310
3712 370
4089 370
3751 370
4041 370
3345 392
3937 370
1774 189 269
2410 827
2797 298
918 304
1646 315
1026 298 111
1030 305
882 298 370 601 279 827 610 306 442
1335 824 825
2746 827
3641 370
2713 588
364 231
4353 370
3287 924
2125 139
27 231
473 231
525 370
725 84
55 231
638 370 365
302 122
2766 474
4193 50
1276 824 825
1890 366 819 369
624 924 474
2055 370 924
1280 179
2851 827
1049 370
336 340
3644 370
47 442 370
2878 727
106 296 884
2397 370 758
1079 370 306
2286 370
2261 486 930 827
1144 370
3909 904
2296 827 797
2841 924 523 357
3144 370
1836 827 269
1753 827 236
1101 924 821
1968 370
3718 370
3117 437 370
2393 345 111
523 274 821 381 483
2280 370 827
2692 827
3903 370
2885 437
1428 824
2581 357
681 862 103
603 519 370 891 725 887 495
1489 827 824
3841 904
4344 370
3122 524
3992 370
60 682
1969 370
671 441
92 442
666 869
3697 298
1887 924
3266 370 524
280 758
1719 298 50 370 924 474 827 548
3728 370
359 500
899 819 410 258
3591 370 23
1935 819
4361 370
1994 279
3784 250
2895 50
3254 298
760 693
2158 306 825
1906 370
42 679
2173 370 827 636
204 924 827
1473 95 798
2100 827
2593 370 827
68 427
3738 370
1875 454
3579 370 303
2832 370
3895 221
3472 370
2231 139
137 296 313
2947 524 610
796 24
2180 824
2128 370 924
3634 50
3177 524
758 827
541 608
1019 924 53 852 568 635 30 56 455
3747 370
3031 370
3552 370
165 370
248 27 714 544
1331 279 827 824 825
2017 139 263
446 279 280
2482 298 827
2906 366
1358 924 279 827
2845 524
2145 139
1329 418
2853 221
2785 298 913 904 610 295
763 128
3493 298 370 610
2150 53 45
434 370
2122 370 503
577 481
2900 370
3916 370
3278 370
2966 370
3374 370
2814 370 363
4305 370 321
2448 298 827 826 773
1848 370 279 827
762 370 279 442
3037 370
388 231
235 62 201 827 483
1077 418
1984 824 825
267 859
3377 298 50 370 924 457
770 231
2165 298 750 279 379 627
437 208
673 186
249 379 298 279 617
2201 188
1574 306
3143 221
2142 370 198
3419 287 370 840 845
2081 617 279 827 122
1823 370
487 50 891
880 306
448 370 339 365 362
1469 827
716 370 409
3927 370
50 231
2048 281
1901 236
4092 370
3149 370
3156 298
1168 48
82 836
3529 370 924
3963 221 33
2724 370
4368 524
3044 370
3094 564
1460 131 754 236
2818 93 309 126 404
1893 924 827 852 656
1668 370 442
2756 474
2000 827
475 193
517 578
2870 924
404 231
384 231
3978 370
4036 524
2152 688
1633 824
4394 268
688 924 279 827 111
4422 524
2874 370 827
1240 370
62 562
3353 727
852 391 417 418
4309 298
4056 370
1262 298 617 370 279 827 379 610 826 306 442 628
223 41 32 40 42 348 224 576
2193 824
3136 370 53
373 868
1824 370
4137 727
3190 827
4398 912
4186 924
3322 295
3313 474
797 827
2871 370 325 597 610
9 554
2497 370
1944 370 924 339 588
1838 507 824 825
708 130
255 396 598
2930 298 370 524 924 72 903
1617 861 280
389 257
4002 189
3618 370
1581 370 345 343 306
2956 370 339
924 370 588 168 844
2799 370
3876 370
2508 919
3795 366
2036 506
3933 298
1224 298 924 827 442
3216 53
3006 298
2549 370 363
1946 370 236
3775 370
739 112
40 562
868 617
2779 298
539 370
3249 298
3387 924
2745 298 827 828
3985 298
89 306
2723 370 325 827
1371 279 827 824 825
1145 131 370 827 383 19
1031 848
372 370 306
667 279 827 483 630
3479 370 323
3019 924
357 844
967 370 345 343 146
2831 310
2783 595
1353 53 54
1035 370 286
3018 28
470 725 17
2703 327
3330 370 699
3637 524 924
1396 924
3584 366
3970 298 370
4203 370
1549 430
3376 370
1256 523 34 279 827
2094 50 103
3473 370 325
3512 370
1555 827
4181 370
1250 332
1699 827 694
1252 824 825 410
4322 50
4339 50
3284 370 321
2933 370 524 363
79 562
1172 279 827 306 442
814 279
1852 269
2220 139
2719 699 643
684 294
4377 370
2105 597 363
133 370
1140 924 827 805
933 781
928 370 367
823 825
3480 370
4074 370
1531 634 86
1214 824
504 370
4468 370
2395 783
1996 824
2434 688
3072 93
1958 370
1384 824 825
894 370 827
828 370 922
455 713 156
2523 760
1683 827 824 825
4169 49
3709 370 322
4153 370
4114 370
652 442
172 296
3522 50 45
3197 524
38 337 827
3602 370
1881 370
713 762 924
90 370
2214 139
1205 279
2923 370 216
4053 298
1810 269
3486 298 50 924 474 546
3323 359
3141 298 924
1827 778
1155 279 827 824 825
1324 827 828 345
216 203
3398 50 827
510 170 172 141 171 173 174
1680 298 280
499 796
4060 370
1856 370
1388 824
1519 370
3719 712
2386 824 825
4289 298
3236 524
2076 112
1540 231 824
1217 298 221 924 827 677
2681 924
2842 370
2993 827
1416 89
2217 50 370 325 216 345 902
1191 287 50
1676 824 825
1197 399
1542 601
3301 370
3324 370
2960 370
2539 47 456
953 45 827
3145 470
3080 924
2635 298 827 908
750 526 762
2705 370 924 610 359
3914 567
234 351 591 50 246
732 923
1238 901
4278 370
1156 370 210 833
633 436
3294 370
2445 370 325 597
2982 370
1209 22 684 218
1065 370
3764 50
2156 93 345
1062 370 827 280
2616 827
1167 279
3222 370
3636 370
3555 298
1492 824
2938 214 817
2995 50
3096 273 370 866
4054 370
4242 50
3140 524 913
884 888
143 437
1390 165
