0, 3D
1, API
2, API Management
3, API Strategy
4, Accessibility
5, Accounting
6, Accounts
7, Activity Streams
8, Addresses
9, Adult
10, Advertising
11, Aes
12, African
13, Aggregation
14, Air Travel
15, Algorithms
16, Analytics
17, Animals
18, Animation
19, Annotations
20, Application Development
21, Applications
22, Art
23, Artificial Intelligence
24, Asia
25, Astrology
26, Astronomy
27, Attractions
28, Auctions
29, Audio
30, Australian
31, Authentication
32, Auto
33, Automation
34, Avatars
35, B2B
36, Babies
37, Background
38, Backup
39, Badges
40, Banking
41, Bars
42, Beauty
43, Beer
44, Belgian
45, Best Practices
46, Big Data
47, Billing
48, Bitcoin
49, Blockchain
50, Blogging
51, Boating
52, Booking
53, Bookmarks
54, Books
55, Bots
56, Brazilian
57, Breweries
58, Browsers
59, Budget
60, Business
61, COVID-19
62, Calendars
63, Campaigns
64, Canadian
65, Captcha
66, Catalogs
67, Celebrities
68, Charity
69, Charts
70, Chat
71, Check-In
72, Chinese
73, Cities
74, Civics
75, Classification
76, Classifieds
77, Clothing
78, Cloud
79, Collaboration
80, Collecting
81, Colors
82, Community
83, Comparisons
84, Competitions
85, Contacts
86, Content
87, Content Management
88, Contracts
89, Conversions
90, Copyright
91, Coronavirus
92, Countries
93, Coupons
94, Credit Cards
95, Crime
96, Crowdsourcing
97, Cryptocurrency
98, Currency
99, Customer Relationship Management
100, Customer Service
101, Customization
102, Cycling
103, Dashboards
104, Data
105, Data Mining
106, Data-as-a-Service
107, Database
108, Database-as-a-Service
109, Datacenter
110, Dating
111, Demographics
112, Design
113, DevOps
114, Developers
115, Dictionary
116, Dieting
117, Directories
118, Discounts
119, Documents
120, Domains
121, Drawing
122, Drugs
123, Earthquakes
124, Economics
125, Editing
126, Education
127, Electronic Signature
128, Email
129, Emergency
130, Encoding
131, Energy
132, Engagement
133, England
134, Enterprise
135, Entertainment
136, Environment
137, European
138, Events
139, Extraction
140, Family
141, Fantasy Sports
142, Fashion
143, Fax
144, Feedback
145, Feeds
146, File Sharing
147, Financial
148, Fitness
149, Fonts
150, Food
151, Forms
152, Forums
153, French
154, Funding
155, Gadgets
156, Gambling
157, Games
158, Genealogy
159, Genetics
160, Geography
161, German
162, Gifts
163, Goals
164, Government
165, Graphics
166, Greek
167, Grocery
168, Guides
169, HTML5
170, Hacking
171, Hardware
172, Health
173, Healthcare
174, History
175, Holidays
176, Home Automation
177, Hosting
178, Hotels
179, Housing
180, Human Resources
181, Humor
182, Identity
183, Images
184, Indian
185, Insurance
186, Integration
187, Intelligence
188, International
189, Internet of Things
190, Invoicing
191, Italian
192, Italy
193, Japanese
194, Jobs
195, Keywords
196, Korean
197, Language
198, Languages
199, Law
200, Learning Management Systems
201, Library
202, Lists
203, Localization
204, Location
205, Lyrics
206, Machine Learning
207, Mail
208, Management
209, Mapping
210, Marine
211, Marketing
212, Marketplace
213, Mashups
214, Math
215, Media
216, Medical
217, Medicine
218, Meetings
219, Meme
220, Merchants
221, Messaging
222, Metadata
223, Mexican
224, Military
225, Mobile
226, Models
227, Modules
228, Monetization
229, Monitoring
230, Motion
231, Mountains
232, Movies
233, Museums
234, Music
235, Names
236, Natural Language Processing
237, Nature
238, Networking
239, New York City
240, News Services
241, Newsletter
242, Non-Profit
243, Nordic
244, Notes
245, Notifications
246, Nutrition
247, OAuth
248, OCR
249, Office
250, Open Data
251, Open Source
252, Optimization
253, Organization
254, PDF
255, Pakistani
256, Panorama
257, Parking
258, Parsing
259, Passports
260, Patents
261, Payments
262, Personal Information Management
263, Pets
264, Photos
265, Planning
266, Platform-as-a-Service
267, Plugins
268, Podcasts
269, Police
270, Politics
271, Polls
272, Postal
273, Postcards
274, Postcodes
275, Predictions
276, Presentations
277, Prices
278, Printing
279, Privacy
280, Products
281, Profiles
282, Project Management
283, Prototype
284, Publishing
285, Q&A
286, QR Codes
287, Quantified Self
288, RDF
289, REST
290, Random
291, Ratings
292, Real Estate
293, Real Time
294, Recognition
295, Recommendations
296, Recreation
297, Reference
298, Referrals
299, Refunds
300, Registry
301, Religion
302, Rentals
303, Reporting
304, Reputation
305, Reservations
306, Restaurants
307, Rewards
308, Romanian
309, Russian
310, SEO
311, Safety
312, Sales
313, Satellites
314, Scanning
315, Scheduling
316, Science
317, Scottish
318, Screenshots
319, Search
320, Security
321, Semantics
322, Sentiment
323, Shipping
324, Smartphone
325, Social
326, Software-as-a-Service
327, Solar
328, Spam
329, Spanish
330, Sports
331, Spreadsheets
332, Statistics
333, Stocks
334, Storage
335, Streaming
336, Subscriptions
337, Subtitles
338, Supernatural
339, Support
340, Surveys
341, Sustainability
342, Syncing
343, TV
344, Tasks
345, Taxes
346, Teleconferencing
347, Telephony
348, Testing
349, Text
350, Text-to-Speech
351, Tickets
352, Time
353, Time Tracking
354, Tools
355, Torrents
356, Tourism
357, Training
358, Transactions
359, Transcription
360, Translation
361, Transparency
362, Transportation
363, Travel
364, Trivia
365, Tweets
366, URL Shortener
367, URLs
368, USA
369, Upload
370, Validation
371, Verification
372, Video
373, Viewer
374, Visualizations
375, VoIP
376, Voice
377, Voting
378, Water
379, Weapons
380, Wearable
381, Weather
382, Web Site Management
383, WebRTC
384, Webcams
385, Webhooks
386, Weddings
387, Wi-Fi
388, Widgets
389, Wiki
390, Wine
391, Wireless
392, Words
393, Writing
394, Zip Codes
395, eBooks
396, eCommerce
397, iPaaS
